cauldron_001,cauldron_002,cauldron_003,cauldron_004,cauldron_005,cauldron_006,cauldron_007,cauldron_008,cauldron_009,cauldron_010,cauldron_011,cauldron_012,time
711.4,203.3,557.54,407.99,266.08,323.06,599.87,219.65,950.0,463.45,244.5,383.76,1762372560.0
710.95,203.44,557.85,408.02,266.21,323.05,600.12,219.64,949.82,463.64,244.47,383.83,1762372620.0
710.5,203.5,557.99,408.08,266.36,323.01,600.01,219.67,950.0,463.7,244.68,383.8,1762372680.0
710.05,203.62,557.92,408.27,266.49,323.1,599.88,219.65,949.96,463.61,244.69,383.79,1762372740.0
709.6,203.78,558.15,408.25,266.59,323.23,600.1,219.77,949.81,463.55,244.84,383.83,1762372800.0
709.15,203.87,558.33,408.36,266.73,323.25,600.1,219.89,949.53,463.56,244.88,383.96,1762372860.0
708.7,204.02,558.66,408.51,266.71,323.18,600.17,219.92,949.66,463.8,244.91,384.15,1762372920.0
708.25,204.08,559.03,408.72,266.87,323.31,600.03,219.95,950.0,464.05,244.98,384.04,1762372980.0
707.8,204.13,559.3,408.84,267.02,323.38,599.89,220.07,950.0,464.04,244.53,384.12,1762373040.0
707.35,204.25,559.52,408.96,267.09,323.37,600.17,220.09,949.78,464.28,244.08,384.17,1762373100.0
706.9,204.41,559.8,409.16,267.26,323.49,600.25,220.18,949.54,464.29,243.63,384.3,1762373160.0
706.45,204.42,560.0,409.34,267.2,323.46,600.28,220.35,949.45,464.19,243.18,384.33,1762373220.0
706.0,204.4,560.07,409.58,267.21,323.55,600.46,220.33,949.94,464.29,242.73,384.5,1762373280.0
705.55,204.44,560.3,409.85,267.21,323.58,600.75,220.31,950.0,464.49,242.28,384.46,1762373340.0
705.1,204.55,560.33,409.97,267.41,323.7,600.98,220.28,950.0,464.66,241.83,384.65,1762373400.0
704.65,204.55,560.39,409.93,267.62,323.85,600.99,220.39,949.96,464.88,241.38,384.67,1762373460.0
704.2,204.62,560.74,410.09,267.74,324.03,600.85,220.54,950.0,464.98,240.93,384.82,1762373520.0
703.75,204.76,561.06,410.14,267.76,324.16,600.82,220.61,950.0,465.19,240.48,385.07,1762373580.0
703.3,204.89,561.41,410.23,267.84,324.15,600.63,220.7,950.0,465.13,240.03,385.17,1762373640.0
702.85,205.02,561.39,410.24,267.95,324.28,601.01,220.82,950.0,465.06,239.58,385.37,1762373700.0
702.4,205.08,561.42,410.42,267.93,324.28,600.97,220.8,950.0,465.17,239.13,385.29,1762373760.0
701.95,205.15,561.72,410.6,267.98,324.36,601.01,220.83,949.85,465.29,238.68,385.19,1762373820.0
701.5,205.29,561.87,410.51,268.1,324.56,601.21,220.81,949.99,465.34,238.23,385.36,1762373880.0
701.05,205.45,562.08,410.38,268.04,324.63,601.32,220.95,949.92,465.23,237.78,385.44,1762373940.0
700.6,205.45,562.04,410.28,268.03,324.52,601.55,221.05,950.0,465.11,237.33,385.43,1762374000.0
700.15,205.51,562.21,410.5,268.24,324.72,601.57,221.11,949.86,465.14,236.88,385.51,1762374060.0
699.7,205.55,562.11,410.45,268.19,324.68,601.84,221.09,950.0,465.23,236.43,385.48,1762374120.0
699.25,205.71,562.16,410.72,268.21,324.89,602.2,221.27,950.0,465.33,235.98,385.68,1762374180.0
698.8,205.84,562.24,410.81,268.24,324.98,602.27,221.38,949.84,465.63,235.53,385.88,1762374240.0
698.35,205.99,562.5,410.68,268.36,324.96,602.16,221.48,950.0,465.77,235.08,385.87,1762374300.0
697.9,206.1,562.31,410.82,268.31,325.08,601.96,221.64,949.85,465.72,234.63,385.84,1762374360.0
697.45,206.1,562.43,410.96,268.4,325.13,602.15,221.77,950.0,465.91,234.18,386.02,1762374420.0
697.0,206.18,562.62,411.06,268.5,325.18,602.45,221.81,949.99,465.95,233.73,386.28,1762374480.0
696.55,206.29,562.87,411.28,268.71,325.22,602.42,221.9,950.0,466.21,233.28,386.47,1762374540.0
696.1,206.45,563.08,411.28,268.73,325.18,602.24,221.93,950.0,466.31,232.83,386.47,1762374600.0
695.65,206.54,563.15,411.39,268.74,325.21,602.25,221.98,950.0,466.33,232.38,386.53,1762374660.0
695.2,206.58,563.19,411.52,268.83,325.3,602.58,222.01,950.0,466.29,231.93,386.57,1762374720.0
694.75,206.61,563.41,411.7,268.84,325.28,602.77,222.17,950.0,466.52,231.48,386.73,1762374780.0
694.3,206.61,563.3,411.82,268.97,325.29,603.08,222.32,949.91,466.78,231.03,386.87,1762374840.0
693.85,206.58,563.36,412.05,269.11,325.28,603.26,222.32,950.0,466.72,230.58,386.76,1762374900.0
693.4,206.68,563.61,411.91,269.25,325.33,603.41,222.44,950.0,466.99,230.13,386.69,1762374960.0
692.95,206.71,563.58,411.99,269.3,325.47,603.3,222.59,950.0,467.24,229.68,386.78,1762375020.0
692.5,206.82,563.54,411.99,269.44,325.41,603.54,222.69,949.79,467.29,229.23,386.98,1762375080.0
692.05,206.81,563.76,411.97,269.49,325.31,603.43,222.69,949.54,467.38,228.78,387.11,1762375140.0
691.6,206.92,563.88,412.22,269.62,325.33,603.65,222.76,949.79,467.55,228.33,387.14,1762375200.0
691.15,207.06,564.0,412.23,269.61,325.23,603.77,222.73,950.0,467.82,227.88,387.29,1762375260.0
690.7,207.09,564.16,412.23,269.66,325.25,604.09,222.83,949.98,468.09,227.43,387.43,1762375320.0
690.25,207.18,564.15,412.18,269.61,325.32,604.02,222.92,950.0,467.94,226.98,387.68,1762375380.0
689.8,207.28,564.17,412.33,269.8,325.23,603.86,223.05,950.0,467.95,226.53,387.76,1762375440.0
689.35,207.4,564.39,412.47,269.8,325.29,604.02,223.2,949.87,468.22,226.08,387.87,1762375500.0
688.9,207.46,564.64,412.64,269.92,325.19,604.15,223.38,949.62,468.11,225.63,388.12,1762375560.0
688.45,207.42,564.58,412.7,269.89,325.16,604.26,223.4,950.0,468.36,225.18,388.1,1762375620.0
688.0,207.59,564.8,412.74,269.93,325.31,604.31,223.5,950.0,468.32,224.73,388.05,1762375680.0
687.55,207.6,564.87,412.9,269.93,325.24,604.13,223.55,949.75,468.57,224.28,388.17,1762375740.0
687.1,207.68,565.24,412.81,269.89,325.44,604.51,223.72,950.0,468.63,223.83,388.09,1762375800.0
686.65,207.69,565.57,412.73,270.05,325.46,604.71,223.81,949.96,468.63,223.38,388.04,1762375860.0
686.2,207.85,565.77,412.83,270.15,325.52,605.08,223.8,949.8,468.85,222.93,387.97,1762375920.0
685.75,207.98,566.11,412.88,270.32,325.66,604.91,223.94,950.0,468.93,222.48,388.1,1762375980.0
685.3,207.94,566.02,413.02,270.29,325.6,604.89,223.98,949.73,468.9,222.03,388.2,1762376040.0
684.85,207.98,566.06,412.96,270.36,325.8,604.84,223.96,950.0,468.95,221.58,388.29,1762376100.0
684.4,208.04,566.41,413.15,270.5,325.88,604.99,223.96,950.0,468.8,221.13,388.2,1762376160.0
683.95,208.16,566.69,413.41,270.49,326.07,605.21,224.03,950.0,468.97,220.68,388.39,1762376220.0
683.5,208.26,566.95,413.49,270.66,326.24,605.58,224.17,950.0,469.03,220.23,388.34,1762376280.0
683.05,208.36,567.3,413.73,270.8,326.23,605.96,224.33,950.0,469.21,219.78,388.49,1762376340.0
682.6,208.35,567.24,413.6,270.86,326.16,606.11,224.51,950.0,469.49,219.33,388.42,1762376400.0
682.15,208.34,567.37,413.58,270.94,326.31,606.29,224.58,950.0,469.63,218.88,388.65,1762376460.0
681.7,207.88,567.24,413.63,270.92,326.25,606.66,224.59,950.0,469.84,218.43,388.55,1762376520.0
681.25,207.42,567.16,413.72,270.91,326.44,606.93,224.76,949.91,469.93,217.98,388.69,1762376580.0
680.8,206.96,567.28,413.7,271.07,326.42,607.18,224.78,950.0,469.94,217.53,388.81,1762376640.0
680.35,206.5,567.17,413.85,271.24,326.36,607.45,224.76,950.0,470.11,217.08,388.73,1762376700.0
679.9,206.04,566.99,413.83,271.3,326.37,607.72,224.75,950.0,470.28,216.63,388.8,1762376760.0
679.45,205.58,567.02,413.9,271.34,326.26,607.63,224.74,950.0,470.58,216.18,388.74,1762376820.0
679.0,205.12,567.23,414.06,271.35,326.38,607.71,224.89,950.0,470.76,215.73,388.74,1762376880.0
678.55,204.66,567.56,414.31,271.51,326.39,607.75,224.89,949.96,470.76,215.28,388.98,1762376940.0
678.1,204.2,567.83,414.45,271.72,326.53,607.79,224.91,950.0,470.88,214.83,389.17,1762377000.0
677.65,203.74,568.08,414.33,271.86,326.7,607.91,224.98,950.0,470.78,214.38,389.17,1762377060.0
677.2,203.28,568.45,414.56,272.0,326.77,608.22,225.04,949.98,471.05,213.93,389.05,1762377120.0
676.75,202.82,568.69,414.78,272.15,326.76,608.2,225.15,950.0,471.12,213.48,389.02,1762377180.0
676.3,202.36,568.78,414.69,272.1,326.88,608.37,225.23,949.76,471.3,213.03,388.93,1762377240.0
675.85,201.9,568.74,414.83,272.28,326.87,608.29,225.3,949.96,471.4,212.58,389.14,1762377300.0
675.4,201.44,569.1,414.71,272.45,326.77,608.13,225.34,949.9,471.47,212.13,389.05,1762377360.0
674.95,200.98,569.33,414.7,272.63,326.95,608.47,225.44,949.97,471.37,211.68,388.99,1762377420.0
674.5,200.52,569.48,414.7,272.59,327.06,608.48,225.46,950.0,471.63,211.23,389.07,1762377480.0
674.05,200.06,569.69,414.9,272.55,327.21,608.61,225.51,950.0,471.85,210.78,389.1,1762377540.0
673.6,199.6,569.83,415.04,272.56,327.38,608.43,225.57,950.0,471.79,210.33,389.23,1762377600.0
673.15,199.14,569.77,415.28,272.56,327.37,608.3,225.64,950.0,471.87,209.88,389.37,1762377660.0
672.7,198.68,569.71,415.3,272.65,327.37,608.34,225.8,950.0,471.83,209.43,389.44,1762377720.0
672.25,198.22,569.81,415.55,272.63,327.58,608.19,225.93,950.0,472.06,208.98,389.35,1762377780.0
671.8,197.76,570.03,415.57,272.82,327.54,608.33,225.92,950.0,472.0,208.53,389.42,1762377840.0
671.35,197.3,570.15,415.78,272.99,327.57,608.41,225.93,950.0,472.23,208.08,389.33,1762377900.0
670.9,196.84,570.43,415.85,273.02,327.72,608.27,225.95,950.0,472.48,207.63,389.56,1762377960.0
670.45,196.38,570.31,415.83,272.97,327.72,608.24,225.94,950.0,472.58,207.18,389.45,1762378020.0
670.0,195.92,570.16,415.88,273.13,327.72,608.04,226.01,949.73,472.54,206.73,389.62,1762378080.0
669.55,195.46,570.24,415.99,273.25,327.76,608.21,226.04,950.0,472.76,206.28,389.51,1762378140.0
669.1,195.0,570.27,416.18,273.19,327.9,608.43,226.05,949.99,472.62,205.83,389.54,1762378200.0
668.65,194.54,570.07,416.39,273.31,327.81,608.3,226.18,950.0,472.82,205.38,389.6,1762378260.0
668.2,194.08,569.92,416.52,273.48,327.76,608.63,226.36,950.0,472.77,204.93,389.59,1762378320.0
667.75,193.62,570.05,416.48,273.56,327.81,608.65,226.43,950.0,472.99,204.48,389.53,1762378380.0
667.3,193.16,570.35,416.46,273.7,327.75,608.84,226.59,949.87,473.11,204.03,389.68,1762378440.0
666.85,192.7,570.61,416.36,273.72,327.8,609.01,226.72,950.0,473.07,203.58,389.84,1762378500.0
666.4,192.24,570.56,416.37,273.86,327.73,609.14,226.7,949.91,473.06,203.13,389.98,1762378560.0
665.95,191.78,570.55,416.63,273.95,327.75,609.05,226.85,949.94,473.19,202.68,390.14,1762378620.0
665.5,191.32,570.56,416.9,274.02,327.85,609.38,227.02,949.84,473.22,202.23,390.13,1762378680.0
665.05,190.86,570.81,417.01,274.01,327.82,609.69,227.04,950.0,473.17,201.78,390.1,1762378740.0
664.6,190.4,571.01,417.15,274.15,328.03,609.74,227.11,949.72,473.31,201.33,390.16,1762378800.0
664.15,189.94,571.1,417.38,274.25,327.93,609.84,227.19,949.98,473.61,200.88,390.34,1762378860.0
663.7,189.48,570.92,417.46,274.34,327.89,609.91,227.24,950.0,473.48,200.43,390.38,1762378920.0
663.25,189.02,571.24,417.71,274.52,328.07,610.15,227.41,950.0,473.49,199.98,390.51,1762378980.0
662.8,188.56,571.28,417.98,274.66,328.05,610.2,227.51,950.0,473.56,199.53,390.68,1762379040.0
662.35,188.1,571.56,417.96,274.73,328.05,610.44,227.5,950.0,473.84,199.08,390.74,1762379100.0
661.9,187.64,571.88,417.84,274.72,327.97,610.75,227.52,950.0,473.99,198.63,390.68,1762379160.0
661.45,187.18,572.02,417.97,274.75,328.06,611.1,227.49,949.85,474.22,198.18,390.56,1762379220.0
661.0,186.72,572.06,417.96,274.7,328.23,611.14,227.6,950.0,474.43,197.73,390.43,1762379280.0
660.55,186.26,572.17,417.9,274.65,328.25,611.01,227.63,950.0,474.64,197.28,390.4,1762379340.0
660.1,185.8,572.08,417.76,274.78,328.16,610.88,227.82,949.9,474.68,196.83,390.55,1762379400.0
659.65,185.34,572.01,417.71,274.73,328.24,610.96,227.99,949.94,474.56,196.38,390.42,1762379460.0
659.2,184.88,572.02,417.89,274.67,328.35,610.99,228.05,949.65,474.69,195.93,390.36,1762379520.0
658.75,184.42,572.11,418.1,274.61,328.37,610.89,228.14,949.51,474.97,195.48,390.39,1762379580.0
658.3,183.96,571.92,418.17,274.7,328.38,610.83,228.13,949.38,475.15,195.03,390.62,1762379640.0
657.85,183.5,572.17,418.28,274.85,328.31,611.08,228.27,949.41,475.45,194.58,390.51,1762379700.0
657.4,183.04,571.99,418.5,274.98,328.39,611.04,228.31,949.38,475.75,194.13,390.66,1762379760.0
656.95,182.58,572.31,418.57,275.1,328.52,611.23,228.5,949.78,475.74,193.68,390.87,1762379820.0
656.5,182.12,572.55,418.7,275.05,328.71,611.31,228.6,949.74,475.71,193.23,391.1,1762379880.0
656.05,181.66,572.39,418.69,275.02,328.78,611.34,228.6,950.0,475.76,192.78,391.29,1762379940.0
655.6,181.2,572.61,418.84,275.19,328.89,611.45,228.63,950.0,475.98,192.33,391.23,1762380000.0
655.15,180.74,572.94,418.79,275.23,329.09,611.77,228.68,950.0,476.01,191.88,391.34,1762380060.0
654.7,180.28,572.8,418.72,275.38,329.28,611.92,228.82,950.0,476.31,191.43,391.28,1762380120.0
654.25,179.82,573.11,418.79,275.55,329.25,611.9,229.0,950.0,476.45,190.98,391.37,1762380180.0
653.8,179.36,573.27,418.91,275.73,329.37,612.25,228.98,950.0,476.54,190.53,391.6,1762380240.0
653.35,178.9,573.57,418.85,275.71,329.57,612.35,229.1,950.0,476.81,190.08,391.7,1762380300.0
652.9,178.44,573.49,418.96,275.71,329.53,612.7,229.21,950.0,476.66,189.63,391.75,1762380360.0
652.45,177.98,573.32,418.95,275.87,329.61,612.83,229.18,950.0,476.53,189.18,391.97,1762380420.0
652.0,177.52,573.54,418.98,275.89,329.76,612.83,229.2,950.0,476.81,188.73,392.04,1762380480.0
651.55,177.06,573.5,419.02,275.94,329.91,613.0,229.3,950.0,476.99,188.28,391.98,1762380540.0
651.1,176.6,573.59,419.1,275.96,329.84,612.97,229.31,950.0,476.89,187.83,392.05,1762380600.0
650.65,176.14,573.58,419.32,275.97,329.86,613.33,229.35,950.0,477.09,187.38,392.28,1762380660.0
650.2,175.68,573.39,419.58,276.17,330.01,613.47,229.54,949.72,477.37,186.93,392.37,1762380720.0
649.75,175.22,573.29,419.82,276.25,329.91,613.35,229.6,949.65,477.62,186.48,392.44,1762380780.0
649.3,174.76,573.33,419.98,276.42,330.01,613.54,229.62,950.0,477.78,186.03,392.49,1762380840.0
648.85,174.3,573.48,419.91,276.44,330.0,613.87,229.68,950.0,477.7,185.58,392.58,1762380900.0
648.4,173.84,573.74,419.82,276.58,330.04,613.73,229.66,950.0,477.85,185.13,392.46,1762380960.0
647.95,173.38,573.99,419.76,276.75,330.11,613.81,229.79,949.99,478.04,184.68,392.42,1762381020.0
647.5,172.92,574.3,419.98,276.77,330.31,613.97,229.95,949.76,477.9,184.23,392.4,1762381080.0
647.05,172.46,574.54,420.07,276.75,330.35,613.97,230.13,949.87,478.19,183.78,392.51,1762381140.0
646.6,172.0,574.71,419.94,276.8,330.33,613.81,230.15,949.92,478.36,183.33,392.74,1762381200.0
646.15,171.54,574.61,420.14,276.82,330.39,614.06,230.11,949.91,478.37,182.88,392.97,1762381260.0
645.7,171.08,574.57,420.17,276.83,330.34,614.26,230.28,949.79,478.51,182.43,393.04,1762381320.0
645.25,170.62,574.66,420.32,276.94,330.29,614.57,230.46,949.89,478.65,181.98,392.98,1762381380.0
644.8,170.16,574.48,420.32,276.97,330.32,614.55,230.45,950.0,478.83,181.53,393.16,1762381440.0
644.35,169.7,574.46,420.37,276.98,330.45,614.76,230.45,950.0,479.02,181.08,393.16,1762381500.0
643.9,169.24,574.82,420.39,277.0,330.49,614.78,230.46,950.0,479.29,180.63,393.28,1762381560.0
643.45,168.78,575.09,420.34,277.08,330.63,614.62,230.52,949.83,479.29,180.18,393.2,1762381620.0
643.0,168.32,575.43,420.32,277.11,330.73,614.78,230.59,950.0,479.54,179.73,393.2,1762381680.0
642.55,167.86,575.34,420.2,277.13,330.92,615.11,230.64,950.0,479.76,179.28,393.22,1762381740.0
642.1,167.4,575.43,420.23,277.14,331.02,615.15,230.63,949.99,480.07,178.83,393.41,1762381800.0
642.38,166.94,575.47,420.49,277.09,331.11,615.53,230.81,950.0,480.01,178.38,393.61,1762381860.0
642.64,166.48,575.42,420.43,277.21,331.15,615.76,230.88,950.0,479.98,177.93,393.83,1762381920.0
642.58,166.02,575.61,420.5,277.25,331.11,615.95,230.9,950.0,480.0,177.48,393.77,1762381980.0
642.88,165.56,575.56,420.51,277.3,331.3,615.99,230.9,949.9,480.01,177.03,394.01,1762382040.0
642.94,165.1,575.84,420.4,277.24,331.22,615.95,230.94,949.78,480.3,176.58,394.19,1762382100.0
642.76,164.64,575.78,420.32,277.44,331.21,616.01,231.1,950.0,480.43,176.13,394.44,1762382160.0
642.92,164.18,575.69,420.35,277.44,331.35,616.28,231.15,950.0,480.58,175.68,394.46,1762382220.0
642.76,163.72,575.97,420.58,277.65,331.35,616.29,231.17,950.0,480.88,175.23,394.54,1762382280.0
642.71,163.26,575.85,420.59,277.68,331.48,616.48,231.21,950.0,480.98,174.78,394.74,1762382340.0
642.56,162.8,576.06,420.75,277.67,331.43,616.6,231.27,950.0,481.05,174.33,394.74,1762382400.0
642.42,162.34,576.12,420.62,277.85,331.63,616.85,231.36,950.0,480.89,173.88,394.91,1762382460.0
642.2,161.88,576.48,420.64,277.81,331.75,616.84,231.49,950.0,481.17,173.43,394.92,1762382520.0
642.43,161.42,576.55,420.67,277.86,331.93,617.13,231.47,949.79,481.27,172.98,395.14,1762382580.0
642.63,160.96,576.63,420.7,277.99,332.14,617.36,231.65,949.86,481.31,172.53,395.09,1762382640.0
642.94,160.5,576.79,420.95,278.13,332.27,617.75,231.62,950.0,481.29,172.08,395.2,1762382700.0
643.26,160.04,576.87,421.11,278.23,332.17,618.13,231.6,950.0,481.25,171.63,395.09,1762382760.0
643.46,159.58,576.69,421.36,278.36,332.24,618.24,231.74,950.0,481.11,171.18,395.16,1762382820.0
643.22,159.12,576.6,421.55,278.53,332.3,618.48,231.7,949.87,481.29,170.73,395.05,1762382880.0
643.31,158.66,576.82,421.55,278.7,332.22,618.76,231.85,949.77,481.48,170.28,395.01,1762382940.0
643.65,158.2,576.74,421.75,278.74,332.13,619.08,231.99,950.0,481.39,169.83,394.99,1762383000.0
644.05,157.74,576.94,421.76,278.69,332.24,619.13,232.13,950.0,481.38,169.38,395.16,1762383060.0
643.95,157.28,576.95,421.82,278.74,332.42,619.14,232.16,950.0,481.29,168.93,395.27,1762383120.0
644.13,156.82,576.85,421.81,278.84,332.48,619.13,232.15,949.94,481.52,168.48,395.44,1762383180.0
644.25,156.36,577.09,421.84,279.05,332.53,619.11,232.19,950.0,481.49,168.03,395.53,1762383240.0
644.59,155.9,577.16,421.82,279.1,332.51,619.22,232.25,950.0,481.76,167.58,395.6,1762383300.0
644.58,155.44,577.38,421.97,279.13,332.72,619.53,232.41,950.0,482.04,167.13,395.7,1762383360.0
644.78,154.98,577.22,422.23,279.13,332.67,619.47,232.58,950.0,481.93,166.68,395.95,1762383420.0
645.13,154.52,577.36,422.49,279.19,332.56,619.75,232.55,950.0,482.22,166.23,395.83,1762383480.0
645.35,154.06,577.2,422.39,279.26,332.57,619.88,232.7,950.0,482.48,165.78,395.84,1762383540.0
645.65,153.6,577.46,422.32,279.41,332.62,619.69,232.82,949.97,482.78,165.33,395.78,1762383600.0
645.65,153.14,577.45,422.22,279.57,332.7,619.49,233.0,950.0,482.72,164.88,395.96,1762383660.0
645.83,152.68,577.58,422.11,279.65,332.9,619.46,233.0,949.86,483.03,164.43,396.06,1762383720.0
645.97,152.22,577.81,422.15,279.61,332.92,619.62,233.0,949.71,483.23,163.98,396.17,1762383780.0
645.73,151.76,577.61,422.4,279.79,332.89,619.62,233.19,950.0,483.31,163.53,396.26,1762383840.0
645.7,151.3,577.72,422.56,279.85,332.86,619.63,233.31,950.0,483.57,163.64,396.2,1762383900.0
645.76,150.84,577.96,422.7,279.9,333.0,619.51,233.37,949.93,483.81,163.75,396.43,1762383960.0
646.0,150.38,578.21,422.67,279.88,333.2,619.5,233.5,950.0,484.0,163.91,396.68,1762384020.0
646.16,149.92,578.28,422.93,280.07,333.12,619.36,233.54,950.0,484.09,164.02,396.94,1762384080.0
646.03,149.46,578.33,422.86,280.15,333.22,619.62,233.52,949.86,484.25,164.06,397.0,1762384140.0
646.01,149.0,578.4,422.97,280.12,333.41,620.0,233.6,950.0,484.31,164.23,397.07,1762384200.0
646.15,148.54,578.26,422.94,280.17,333.6,620.36,233.72,949.94,484.62,164.29,397.22,1762384260.0
646.45,148.08,578.11,422.95,280.12,333.52,620.37,233.75,949.95,484.5,164.32,397.08,1762384320.0
646.37,147.62,578.21,422.9,280.24,333.64,620.17,233.92,949.89,484.46,164.37,397.23,1762384380.0
646.42,147.16,578.11,423.17,280.26,333.53,620.21,233.89,950.0,484.63,164.46,397.32,1762384440.0
646.24,146.7,578.0,423.34,280.45,333.53,620.52,234.06,950.0,484.57,164.56,397.2,1762384500.0
646.11,146.24,577.84,423.58,280.42,333.44,620.63,234.07,950.0,484.53,164.59,397.41,1762384560.0
645.98,145.78,578.1,423.44,280.49,333.41,620.68,234.2,950.0,484.67,164.77,397.42,1762384620.0
646.35,145.32,577.98,423.67,280.48,333.37,620.96,234.19,950.0,484.79,164.89,397.34,1762384680.0
646.51,144.86,578.29,423.77,280.53,333.4,621.32,234.32,949.93,484.76,165.01,397.36,1762384740.0
646.71,144.4,578.57,424.05,280.58,333.31,621.59,234.49,950.0,485.06,165.15,397.39,1762384800.0
646.91,143.94,578.85,424.27,280.74,333.27,621.81,234.66,950.0,485.1,165.28,397.31,1762384860.0
646.67,143.48,578.93,424.45,280.94,333.36,622.04,234.81,950.0,485.24,165.41,397.38,1762384920.0
646.94,143.02,578.99,424.5,280.9,333.42,622.16,234.85,949.94,485.1,165.57,397.53,1762384980.0
647.31,142.56,578.86,424.72,281.06,333.53,622.54,235.04,950.0,485.07,165.66,397.62,1762385040.0
647.3,142.1,578.69,424.98,281.22,333.62,622.68,235.22,949.75,485.3,165.72,397.57,1762385100.0
647.22,141.64,578.86,425.01,281.37,333.76,622.59,235.29,949.72,485.19,165.8,397.75,1762385160.0
647.38,141.18,579.12,425.0,281.39,333.92,622.63,235.33,949.5,485.27,165.84,397.93,1762385220.0
647.18,140.72,579.4,424.88,281.4,333.86,622.91,235.34,949.69,485.55,165.97,397.8,1762385280.0
647.3,140.26,579.64,425.01,281.43,333.84,622.75,235.32,949.53,485.6,166.06,397.67,1762385340.0
647.32,139.8,579.68,425.28,281.53,333.86,622.84,235.35,950.0,485.7,166.07,397.87,1762385400.0
647.31,139.34,579.95,425.53,281.71,334.03,623.23,235.52,950.0,485.77,166.1,397.85,1762385460.0
647.1,138.88,579.87,425.5,281.87,334.03,623.61,235.48,950.0,485.89,166.16,397.82,1762385520.0
646.96,138.42,580.12,425.47,281.93,334.1,623.46,235.47,949.78,485.94,166.2,397.82,1762385580.0
646.8,137.96,580.27,425.67,281.91,334.1,623.51,235.55,950.0,485.89,166.21,397.73,1762385640.0
646.98,137.5,580.33,425.72,281.86,334.21,623.43,235.62,949.98,486.15,166.22,397.75,1762385700.0
646.89,137.04,580.52,425.74,281.92,334.12,623.7,235.77,950.0,486.14,166.35,397.79,1762385760.0
647.16,136.58,580.58,425.66,282.12,334.29,623.52,235.81,950.0,486.09,166.49,397.97,1762385820.0
647.47,136.12,580.45,425.76,282.28,334.34,623.48,235.91,950.0,485.96,166.62,397.98,1762385880.0
647.82,135.66,580.65,425.98,282.35,334.5,623.6,235.88,949.78,485.87,166.67,398.18,1762385940.0
648.05,135.2,580.67,425.85,282.46,334.54,623.49,236.01,949.95,486.03,166.7,398.11,1762386000.0
648.19,134.74,580.52,425.86,282.43,334.65,623.28,236.12,950.0,486.26,166.7,398.09,1762386060.0
647.96,134.28,580.51,425.98,282.4,334.6,623.32,236.21,950.0,486.12,166.82,398.26,1762386120.0
647.91,133.82,580.48,425.85,282.57,334.82,623.24,236.28,950.0,486.27,166.99,398.2,1762386180.0
648.14,133.36,580.8,425.84,282.57,334.92,623.58,236.4,950.0,486.1,167.12,398.44,1762386240.0
648.5,132.9,580.98,425.81,282.66,334.95,623.74,236.46,950.0,486.15,167.22,398.59,1762386300.0
648.7,132.44,580.9,425.67,282.72,334.95,623.74,236.61,950.0,485.99,167.27,398.66,1762386360.0
648.61,131.98,580.9,425.78,282.86,334.86,623.67,236.6,950.0,486.05,167.33,398.71,1762386420.0
648.88,131.52,581.01,425.78,282.95,334.78,623.5,236.58,949.8,486.16,167.49,398.9,1762386480.0
648.91,131.06,580.87,425.98,282.9,334.77,623.51,236.63,950.0,486.26,167.61,398.79,1762386540.0
649.16,130.6,580.69,426.05,283.02,334.7,623.5,236.66,950.0,486.11,167.67,398.94,1762386600.0
649.02,130.14,580.91,425.97,283.21,334.74,623.3,236.68,950.0,486.42,167.81,398.95,1762386660.0
648.8,129.68,581.26,425.85,283.26,334.73,623.15,236.71,949.83,486.6,167.86,399.01,1762386720.0
648.88,129.22,581.12,425.72,283.41,334.81,623.35,236.84,950.0,486.52,167.92,399.21,1762386780.0
649.05,128.76,581.18,425.93,283.45,334.82,623.41,236.91,950.0,486.48,167.99,399.38,1762386840.0
648.95,128.3,581.56,426.01,283.5,334.89,623.67,236.9,949.73,486.79,168.1,399.41,1762386900.0
648.82,127.84,581.52,426.14,283.48,334.94,624.04,237.01,949.71,486.71,168.13,399.45,1762386960.0
648.91,127.38,581.47,426.32,283.67,334.98,624.14,237.07,949.96,486.68,168.18,399.7,1762387020.0
648.73,126.92,581.63,426.55,283.6,335.09,624.14,237.18,950.0,486.68,168.19,399.62,1762387080.0
648.97,126.46,581.46,426.66,283.54,334.99,624.04,237.35,949.83,486.76,168.24,399.67,1762387140.0
649.18,126.0,581.64,426.68,283.67,335.2,624.34,237.5,949.97,486.81,168.39,399.81,1762387200.0
649.18,125.54,581.58,426.96,283.71,335.17,624.57,237.57,949.7,486.68,168.41,399.77,1762387260.0
649.21,125.08,581.77,427.08,283.67,335.22,624.94,237.59,949.76,486.61,168.47,399.7,1762387320.0
649.13,125.19,582.07,427.28,283.74,335.21,625.23,237.6,949.95,486.82,168.51,399.78,1762387380.0
649.26,125.26,582.39,427.27,283.92,335.15,625.4,237.7,950.0,487.11,168.56,400.04,1762387440.0
649.07,125.29,582.57,427.28,283.89,335.12,625.46,237.77,950.0,487.31,168.59,400.13,1762387500.0
648.88,125.32,582.79,427.41,283.85,335.07,625.35,237.96,950.0,487.44,168.69,400.16,1762387560.0
648.8,125.34,582.75,427.59,283.86,335.13,625.43,238.01,949.97,487.38,168.82,400.16,1762387620.0
